"step","downsteramPressureTot_Re1213"
0.0,1.7522827
2000.0,3.1842542
4000.0,3.0860824584960938
6000.0,3.1449995040893555
8000.0,3.13482666015625
10000.0,3.1496195793151855
12000.0,3.1544606685638428
14000.0,3.1481146812438965
16000.0,3.141193389892578
18000.0,3.138195276260376
20000.0,3.138885259628296
22000.0,3.1449925899505615
24000.0,3.139390468597412
26000.0,3.140777111053467
28000.0,3.151510715484619
30000.0,3.138399600982666
32000.0,3.1517317295074463
34000.0,3.1568846702575684
36000.0,3.135380268096924
38000.0,3.1378016471862793
40000.0,3.149045705795288
42000.0,3.136406660079956
44000.0,3.1299760341644287
46000.0,3.1420414447784424
48000.0,3.1379666328430176
50000.0,3.1354832649230957
52000.0,3.1284990310668945
54000.0,3.134209156036377
56000.0,3.1300840377807617
58000.0,3.1216635704040527
60000.0,3.1199026107788086
62000.0,3.1221046447753906
64000.0,3.109562397003174
66000.0,3.116858959197998
68000.0,3.107229709625244
70000.0,3.1098477840423584
72000.0,3.1092259883880615
74000.0,3.1099853515625
76000.0,3.10398530960083
78000.0,3.1037793159484863
80000.0,3.0943551063537598
82000.0,3.0941905975341797
84000.0,3.0928239822387695
86000.0,3.097503185272217
88000.0,3.087340831756592
90000.0,3.080543041229248
92000.0,3.0817747116088867
94000.0,3.0810375213623047
96000.0,3.077601432800293
98000.0,3.0752084255218506
100000.0,3.0756587982177734
102000.0,3.0763776302337646
104000.0,3.0804805755615234
106000.0,3.076918601989746
108000.0,3.0751171112060547
110000.0,3.074685573577881
112000.0,3.0771751403808594
114000.0,3.0732216835021973
116000.0,3.0778884887695312
118000.0,3.076974391937256
120000.0,3.078057289123535
122000.0,3.0792508125305176
124000.0,3.0769705772399902
126000.0,3.0810387134552
128000.0,3.0803275108337402
130000.0,3.079254388809204
132000.0,3.0805304050445557
134000.0,3.081517219543457
136000.0,3.082615375518799
138000.0,3.0838143825531006
140000.0,3.0850110054016113
142000.0,3.08558988571167
144000.0,3.0850791931152344
146000.0,3.0870907306671143
148000.0,3.088228940963745
150000.0,3.0900444984436035
152000.0,3.087024211883545
154000.0,3.092144250869751
156000.0,3.092500686645508
158000.0,3.092475652694702
160000.0,3.0940346717834473
162000.0,3.091831684112549
164000.0,3.092580556869507
166000.0,3.0951504707336426
168000.0,3.09279727935791
170000.0,3.092845916748047
172000.0,3.0967464447021484
174000.0,3.0949792861938477
176000.0,3.094999074935913
178000.0,3.09675931930542
180000.0,3.09842848777771
182000.0,3.099491596221924
