"step","upstreamPressure_DP86_145,45-0,43-0,41=16.0418"
0.0,2.305797
1000.0,8.25988
2000.0,8.905521
3000.0,9.986485
4000.0,10.282066
5000.0,10.559036
6000.0,10.883666
7000.0,11.234432
8000.0,14.183014
9000.0,12.895903
10000.0,12.887161
11000.0,13.096544
12000.0,13.294521
13000.0,13.51097
14000.0,13.659256
15000.0,13.846719
16000.0,13.954438
17000.0,14.0771675
18000.0,14.084339
19000.0,14.303181
20000.0,14.223963
21000.0,14.349537
22000.0,14.464527
23000.0,14.448663
24000.0,14.32286
25000.0,14.433501
26000.0,14.693777
27000.0,14.773737
28000.0,14.753861
29000.0,14.696026
30000.0,14.735797
31000.0,14.680349
32000.0,14.779824
33000.0,14.72854
34000.0,14.706133
35000.0,14.704372
36000.0,14.70858
37000.0,14.723961
38000.0,14.747427
39000.0,14.723613
40000.0,14.811285
41000.0,14.725803
42000.0,14.788519
43000.0,14.761421
44000.0,14.7534075
45000.0,14.784381
46000.0,14.759596
47000.0,14.963277
48000.0,14.88975
49000.0,14.891504
50000.0,14.855398
51000.0,14.845535
52000.0,14.846787
53000.0,14.85857
54000.0,14.836893
55000.0,14.847078
56000.0,14.847939
57000.0,14.850486
58000.0,14.84676
59000.0,14.829865
60000.0,14.85166
61000.0,14.845718
62000.0,14.853765
63000.0,14.846563
64000.0,14.917944
65000.0,14.861933
66000.0,14.865271
67000.0,14.865039
68000.0,14.84977
69000.0,14.839118
70000.0,14.826814
71000.0,14.871992
72000.0,14.850454
73000.0,14.858868
74000.0,14.863435
75000.0,14.844207
76000.0,14.826149
77000.0,14.838804
78000.0,14.81243
79000.0,14.829268
80000.0,14.843826
81000.0,14.805458
82000.0,14.810658
83000.0,14.807863
84000.0,14.787781
85000.0,14.80035
86000.0,14.802076
87000.0,14.81903
88000.0,14.81921
89000.0,14.781664
90000.0,14.796246
91000.0,14.793986
92000.0,14.8091955
93000.0,14.797895
94000.0,14.769337
95000.0,14.7803755
96000.0,14.786794
97000.0,14.76992
98000.0,14.832609
99000.0,14.774493
100000.0,14.768554
101000.0,14.764266967773438
102000.0,14.775596618652344
103000.0,14.78955364227295
104000.0,14.760602951049805
105000.0,14.743334770202637
106000.0,14.750133514404297
107000.0,14.753704071044922
108000.0,14.767378807067871
109000.0,14.73633098602295
110000.0,14.733338356018066
111000.0,14.724821090698242
112000.0,14.756423950195312
113000.0,14.738965034484863
114000.0,14.694358825683594
115000.0,14.686298370361328
116000.0,14.684453010559082
117000.0,14.691842079162598
118000.0,14.694239616394043
119000.0,14.688804626464844
120000.0,14.697977066040039
121000.0,14.702275276184082
122000.0,14.704679489135742
123000.0,14.718011856079102
124000.0,14.707801818847656
125000.0,14.70013427734375
126000.0,14.720172882080078
127000.0,14.681632041931152
128000.0,14.693305015563965
129000.0,14.694692611694336
130000.0,14.686860084533691
131000.0,14.676122665405273
132000.0,14.696571350097656
133000.0,14.690592765808105
134000.0,14.688509941101074
135000.0,14.702817916870117
136000.0,14.681018829345703
137000.0,14.617828369140625
138000.0,14.641658782958984
139000.0,14.665008544921875
140000.0,14.67597484588623
141000.0,14.658758163452148
142000.0,14.655694007873535
143000.0,14.67989730834961
144000.0,14.67850112915039
145000.0,14.680838584899902
146000.0,14.66933536529541
147000.0,14.673995971679688
148000.0,14.690364837646484
149000.0,14.679569244384766
150000.0,14.685159683227539
151000.0,14.686056137084961
152000.0,14.687292098999023
153000.0,14.68902587890625
154000.0,14.668916702270508
155000.0,14.681315422058105
156000.0,14.676721572875977
157000.0,14.689537048339844
158000.0,14.676441192626953
159000.0,14.686830520629883
160000.0,14.67347526550293
161000.0,14.682255744934082
162000.0,14.687702178955078
163000.0,14.69792652130127
164000.0,14.71461009979248
165000.0,14.693243026733398
166000.0,14.701114654541016
167000.0,14.695463180541992
168000.0,14.694677352905273
169000.0,14.700743675231934
170000.0,14.699532508850098
171000.0,14.711854934692383
172000.0,14.712076187133789
173000.0,14.718225479125977
174000.0,14.700815200805664
175000.0,14.706766128540039
176000.0,14.710811614990234
177000.0,14.718530654907227
178000.0,14.72122573852539
179000.0,14.71856689453125
180000.0,14.73610782623291
181000.0,14.74001693725586
182000.0,14.734384536743164
183000.0,14.725671768188477
184000.0,14.735292434692383
185000.0,14.735273361206055
186000.0,14.739005088806152
187000.0,14.745758056640625
188000.0,14.757803916931152
189000.0,14.736381530761719
190000.0,14.751617431640625
191000.0,14.758134841918945
192000.0,14.765798568725586
193000.0,14.76390552520752
194000.0,14.751001358032227
195000.0,14.758646965026855
196000.0,14.762226104736328
197000.0,14.767660140991211
198000.0,14.77943229675293
199000.0,14.764022827148438
200000.0,14.77792739868164
201000.0,14.783988952636719
202000.0,14.791830062866211
203000.0,14.78334903717041
204000.0,14.789937973022461
205000.0,14.790220260620117
206000.0,14.793100357055664
207000.0,14.812511444091797
208000.0,14.799277305603027
209000.0,14.80331802368164
210000.0,14.813126564025879
211000.0,14.802654266357422
212000.0,14.803085327148438
213000.0,14.810093879699707
214000.0,14.822917938232422
215000.0,14.826811790466309
216000.0,14.815522193908691
217000.0,14.819170951843262
218000.0,14.82533073425293
219000.0,14.821853637695312
220000.0,14.823551177978516
221000.0,14.824238777160645
222000.0,14.83106517791748
223000.0,14.841100692749023
224000.0,14.841503143310547
225000.0,14.838693618774414
226000.0,14.841445922851562
227000.0,14.846845626831055
228000.0,14.84649658203125
229000.0,14.851381301879883
230000.0,14.851371765136719
231000.0,14.845926284790039
232000.0,14.862525939941406
233000.0,14.866024017333984
234000.0,14.861872673034668
235000.0,14.867956161499023
236000.0,14.870685577392578
237000.0,14.867149353027344
238000.0,14.866649627685547
239000.0,14.868288040161133
240000.0,14.86468505859375
241000.0,14.876310348510742
242000.0,14.874597549438477
243000.0,14.872833251953125
244000.0,14.880828857421875
245000.0,14.887654304504395
246000.0,14.882379531860352
247000.0,14.885244369506836
248000.0,14.888411521911621
249000.0,14.88882827758789
250000.0,14.890972137451172
251000.0,14.895512580871582
252000.0,14.902544975280762
253000.0,14.897500991821289
254000.0,14.905052185058594
255000.0,14.898163795471191
256000.0,14.907817840576172
257000.0,14.902896881103516
258000.0,14.908734321594238
259000.0,14.920180320739746
260000.0,14.917060852050781
261000.0,14.917512893676758
262000.0,14.917217254638672
263000.0,14.918309211730957
264000.0,14.927541732788086
265000.0,14.926101684570312
266000.0,14.926982879638672
267000.0,14.923593521118164
268000.0,14.925960540771484
269000.0,14.934091567993164
270000.0,14.928979873657227
271000.0,14.934000015258789
272000.0,14.94266414642334
273000.0,14.936066627502441
274000.0,14.937773704528809
275000.0,14.938675880432129
276000.0,14.942522048950195
277000.0,14.947291374206543
278000.0,14.949923515319824
279000.0,14.951904296875
280000.0,14.952253341674805
281000.0,14.958272933959961
282000.0,14.958581924438477
283000.0,14.956974983215332
284000.0,14.96442699432373
285000.0,14.966861724853516
286000.0,14.965160369873047
287000.0,14.97378921508789
288000.0,14.972278594970703
289000.0,14.973966598510742
290000.0,14.972724914550781
291000.0,14.97431755065918
292000.0,14.976371765136719
293000.0,14.978092193603516
294000.0,14.985099792480469
295000.0,14.980840682983398
296000.0,14.983125686645508
297000.0,14.985023498535156
298000.0,14.98940658569336
299000.0,14.988261222839355
300000.0,14.991567611694336
